,Unnamed: 0,state,county,windmills_count,longitude,latitude,zipcode,pop_density,med_household_income,ZipCode,StateName,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
280,280,CA,Riverside County,48,-116.56539199999999,33.904796999999995,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
295,295,CA,Riverside County,2,-116.58708999999999,33.921494,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
300,300,CA,Riverside County,45,-116.56829099999999,33.915695,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
307,307,CA,Riverside County,22,-116.59598500000001,33.915295,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
319,319,CA,Riverside County,22,-116.59598500000001,33.914696,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
320,320,CA,Riverside County,53,-116.56208799999999,33.900696,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
408,408,CA,Riverside County,12,-116.560616,33.919376,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
414,414,CA,Riverside County,112,-116.61048899999999,33.924397,92240,949,33682,92240,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.0,118300.0,118700.0,124800.0,131600.0,130500.0,128200.0,124100.0,130100.0,132700.0,137100.0,147200.0,148300.0,148800.0,141400.0,141800.0,141100.0,140200.0,142600.0,148500.0,147600.0,143600.0,137500.0,139600.0,145900.0,149200.0,153500.0,155500.0,157100.0,156600.0,156300.0,157400.0,157100.0,158500.0,157700.0,156300.0,160600,165400,168800,164300,164300,169500,176100,179700,181700,182700,189500,194600,189700,188000,183100,186600,189400,199500,208900,211100,205100,203700,206500.0,213300.0,209100.0,206300.0,199300.0,203500.0
567,567,CA,Riverside County,97,-116.572418,33.895313,92262,714,46515,92262,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209100.0,205000.0,209900.0,214800.0,227900.0,215600.0,233600.0,215200.0,240800.0,230600.0,240100.0,239900.0,258900.0,272000.0,270900.0,272800.0,276900.0,296100.0,250800.0,246300.0,235600.0,270600.0,290200.0,289200.0,307800.0,307200.0,346500.0,343500.0,351600.0,328400.0,333300.0,339500.0,338900.0,348500.0,330900.0,329500.0,320000.0,329800.0,330600.0,338200.0,331400.0,323600.0,321200.0,323400.0,326300.0,329300.0,319800.0,334800.0,362100.0,367500.0,362300.0,327800.0,345400,350400,359200,362400,376900,381400,399600,363500,361100,356500,394100,404800,393700,385600,390300,398000,397100,371600,338500,334600,368600,389000,393600.0,376900.0,386100.0,378600.0,380400.0,387200.0
616,616,CA,Riverside County,111,-116.60896299999999,33.909092,92262,714,46515,92262,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209100.0,205000.0,209900.0,214800.0,227900.0,215600.0,233600.0,215200.0,240800.0,230600.0,240100.0,239900.0,258900.0,272000.0,270900.0,272800.0,276900.0,296100.0,250800.0,246300.0,235600.0,270600.0,290200.0,289200.0,307800.0,307200.0,346500.0,343500.0,351600.0,328400.0,333300.0,339500.0,338900.0,348500.0,330900.0,329500.0,320000.0,329800.0,330600.0,338200.0,331400.0,323600.0,321200.0,323400.0,326300.0,329300.0,319800.0,334800.0,362100.0,367500.0,362300.0,327800.0,345400,350400,359200,362400,376900,381400,399600,363500,361100,356500,394100,404800,393700,385600,390300,398000,397100,371600,338500,334600,368600,389000,393600.0,376900.0,386100.0,378600.0,380400.0,387200.0
698,698,CA,Riverside County,39,-116.568344,33.888901000000004,92262,714,46515,92262,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209100.0,205000.0,209900.0,214800.0,227900.0,215600.0,233600.0,215200.0,240800.0,230600.0,240100.0,239900.0,258900.0,272000.0,270900.0,272800.0,276900.0,296100.0,250800.0,246300.0,235600.0,270600.0,290200.0,289200.0,307800.0,307200.0,346500.0,343500.0,351600.0,328400.0,333300.0,339500.0,338900.0,348500.0,330900.0,329500.0,320000.0,329800.0,330600.0,338200.0,331400.0,323600.0,321200.0,323400.0,326300.0,329300.0,319800.0,334800.0,362100.0,367500.0,362300.0,327800.0,345400,350400,359200,362400,376900,381400,399600,363500,361100,356500,394100,404800,393700,385600,390300,398000,397100,371600,338500,334600,368600,389000,393600.0,376900.0,386100.0,378600.0,380400.0,387200.0
705,705,CA,Riverside County,37,-116.60053300000001,33.903568,92262,714,46515,92262,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209100.0,205000.0,209900.0,214800.0,227900.0,215600.0,233600.0,215200.0,240800.0,230600.0,240100.0,239900.0,258900.0,272000.0,270900.0,272800.0,276900.0,296100.0,250800.0,246300.0,235600.0,270600.0,290200.0,289200.0,307800.0,307200.0,346500.0,343500.0,351600.0,328400.0,333300.0,339500.0,338900.0,348500.0,330900.0,329500.0,320000.0,329800.0,330600.0,338200.0,331400.0,323600.0,321200.0,323400.0,326300.0,329300.0,319800.0,334800.0,362100.0,367500.0,362300.0,327800.0,345400,350400,359200,362400,376900,381400,399600,363500,361100,356500,394100,404800,393700,385600,390300,398000,397100,371600,338500,334600,368600,389000,393600.0,376900.0,386100.0,378600.0,380400.0,387200.0
950,950,CA,Riverside County,2,-116.59578700000002,33.909195000000004,92262,714,46515,92262,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209100.0,205000.0,209900.0,214800.0,227900.0,215600.0,233600.0,215200.0,240800.0,230600.0,240100.0,239900.0,258900.0,272000.0,270900.0,272800.0,276900.0,296100.0,250800.0,246300.0,235600.0,270600.0,290200.0,289200.0,307800.0,307200.0,346500.0,343500.0,351600.0,328400.0,333300.0,339500.0,338900.0,348500.0,330900.0,329500.0,320000.0,329800.0,330600.0,338200.0,331400.0,323600.0,321200.0,323400.0,326300.0,329300.0,319800.0,334800.0,362100.0,367500.0,362300.0,327800.0,345400,350400,359200,362400,376900,381400,399600,363500,361100,356500,394100,404800,393700,385600,390300,398000,397100,371600,338500,334600,368600,389000,393600.0,376900.0,386100.0,378600.0,380400.0,387200.0
1108,1108,CA,San Bernardino County,2,-117.112785,34.623196,92307,222,56477,92307,California,227200.0,208600.0,205600.0,190200.0,185600.0,165500.0,160200.0,142700.0,145700.0,137000.0,137200.0,132900.0,131800.0,129200.0,118500.0,105000.0,96600.0,104300.0,113300.0,113900.0,119000.0,117000.0,131300.0,126400.0,129700.0,121300.0,123300.0,117900.0,115800.0,121900.0,129000.0,129200.0,119600.0,120500.0,125900.0,126100.0,126500.0,118700.0,113900.0,107500.0,106500.0,106000.0,107600.0,112200.0,112500.0,121500.0,123000.0,131200.0,119800.0,121800.0,120200.0,123300.0,113100.0,117100.0,118800.0,133900.0,137900.0,142000.0,142200.0,143500.0,142000.0,145300.0,139700.0,147500.0,145200.0,158100.0,161000.0,163900.0,167700.0,168000.0,167700.0,166500.0,160900.0,161400.0,163700.0,170200.0,182400.0,180200.0,188300.0,190700.0,191300.0,191500.0,189500.0,184200.0,184700.0,188800.0,194600.0,196500.0,188900.0,189600.0,185100.0,187600.0,193900.0,201800.0,202600.0,201100.0,206800.0,212500.0,217800,213900,223200,222700,222900,216700,213700,212600,224400,232600,243500,232800,237100,233500,234300,231500,243700,247200,247000,250600,260900,265900,261700.0,257600.0,258700.0,252200.0,255700.0,260900.0
1110,1110,CA,San Bernardino County,1,-116.95978500000001,34.862396000000004,92311,128,46279,92311,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53900.0,52800.0,53500.0,56000.0,54100.0,61700.0,56300.0,58700.0,47600.0,48800.0,52600.0,50300.0,49200.0,44800.0,49700.0,54500.0,59600.0,58800.0,57100.0,58900.0,63400.0,66800.0,68800.0,69200.0,75600.0,74600.0,79100.0,73200.0,75100.0,77500.0,78300.0,73900.0,65600.0,67200.0,71800.0,77200.0,76500.0,72900.0,66700.0,73300.0,74200.0,77700.0,74900.0,78900.0,84800.0,86000.0,106000.0,101900.0,100200.0,89800.0,89300.0,94100.0,94600.0,96300.0,103900,103200,110700,108100,104000,103200,104100,94400,102500,100400,111700,113000,116800,121300,111200,113700,117500,127000,126100,124300,126500,125500,128100.0,127600.0,127100.0,128200.0,132200.0,135600.0
1111,1111,CA,San Bernardino County,2,-117.30718999999999,34.561996,92394,1218,53993,92394,California,,,,,,,,,,,,,,,,,,,108200.0,111500.0,110600.0,110500.0,110900.0,112300.0,113200.0,111100.0,110900.0,110900.0,110900.0,117500.0,116000.0,116400.0,112500.0,110500.0,114600.0,116000.0,123200.0,116600.0,111100.0,105100.0,107300.0,109300.0,112600.0,113400.0,110900.0,108100.0,110700.0,110300.0,113700.0,111300.0,111900.0,111700.0,113900.0,120200.0,122100.0,125700.0,125400.0,123700.0,125200.0,128200.0,133400.0,141600.0,143400.0,149300.0,142700.0,144400.0,144600.0,150300.0,155600.0,159000.0,157600.0,160100.0,161800.0,165600.0,166200.0,164300.0,162900.0,165900.0,166700.0,173500.0,170900.0,177700.0,176100.0,177600.0,177000.0,178400.0,181200.0,182200.0,188900.0,192100.0,194700.0,189800.0,189300.0,188700.0,195400.0,197300.0,198600.0,198200.0,198600,205000,207400,209300,210000,203100,207800,204800,211500,213700,220700,223700,227700,224500,227400,231300,236500,241400,235600,237200,238300,238500,243600.0,242100.0,250500.0,246700.0,247400.0,249500.0
1113,1113,CA,San Bernardino County,1,-117.35829199999999,34.557693,92395,2479,38084,92395,California,,,,,,,,,,,,,,,,,,,101600.0,110000.0,106600.0,111000.0,111300.0,116200.0,117300.0,117700.0,122100.0,118800.0,116100.0,117200.0,108700.0,106200.0,97500.0,101800.0,102100.0,109400.0,107200.0,106700.0,100200.0,100100.0,97100.0,103200.0,101800.0,103500.0,99100.0,104700.0,103200.0,105300.0,112700.0,118900.0,118500.0,110100.0,108100.0,107300.0,107400.0,111500.0,114300.0,124800.0,125300.0,134000.0,135900.0,136300.0,130000.0,130500.0,138000.0,147700.0,149500.0,150900.0,151300.0,152300.0,153600.0,154000.0,155400.0,158100.0,160100.0,155800.0,157700.0,157900.0,163800.0,165700.0,166300.0,168400.0,167700.0,170800.0,172400.0,173200.0,177300.0,176200.0,176400.0,176700.0,175800.0,178300.0,179700.0,193100.0,199600.0,202200.0,198300.0,197300.0,190200,191800,192200,200200,201300,202900,206100,207500,206700,207400,222700,224100,223800,213500,218900,218700,218700,216600,223500,230200,234000,238200,240800.0,242500.0,232400.0,219700.0,216600.0,220200.0
1114,1114,CA,Los Angeles County,1,-118.22159599999999,34.691982,93534,2215,35892,93534,California,,,,,,,,,,,,,,,,,,,78800.0,84800.0,90100.0,86700.0,91700.0,94700.0,101900.0,98900.0,98700.0,96700.0,100000.0,96800.0,95600.0,90400.0,93100.0,91700.0,95400.0,95100.0,95400.0,87300.0,82000.0,78200.0,78700.0,76400.0,77100.0,83700.0,90100.0,93400.0,92600.0,95700.0,95000.0,88500.0,85600.0,82500.0,93900.0,93000.0,99100.0,94100.0,103700.0,103300.0,114200.0,113200.0,115800.0,111600.0,113500.0,114600.0,119400.0,121200.0,129100.0,129300.0,131800.0,133500.0,134500.0,136100.0,137600.0,142100.0,137800.0,141700.0,140400.0,146200.0,145900.0,145800.0,146600.0,141800.0,144100.0,151200.0,156000.0,156000.0,156700.0,154400.0,155600.0,151600.0,157600.0,160200.0,156500.0,157900.0,155900.0,162800.0,166400.0,172800.0,175500,175000,175200,177000,180000,182200,183500,188300,196600,198800,199300,203600,205500,206900,200800,201900,212900,223400,234100,230100,229400,230000,233300.0,239800.0,238800.0,237400.0,232900.0,239700.0
1115,1115,CA,Los Angeles County,1,-118.11828600000001,34.555896999999995,93550,382,38316,93550,California,,,,,,,,,,,,,,,,,,,103000.0,105800.0,106400.0,109100.0,109300.0,115000.0,118900.0,124600.0,122900.0,122100.0,121300.0,121100.0,116700.0,116300.0,115900.0,119000.0,116100.0,113800.0,111500.0,112000.0,113500.0,112200.0,105500.0,104000.0,107200.0,112100.0,112000.0,112500.0,109600.0,110900.0,106900.0,111600.0,108500.0,111500.0,109000.0,109500.0,112300.0,120000.0,124100.0,125000.0,127000.0,124100.0,127300.0,129500.0,139800.0,142800.0,139700.0,141500.0,143700.0,153300.0,153000.0,154700.0,160700.0,164000.0,171600.0,168600.0,174600.0,173200.0,176200.0,176000.0,175500.0,177400.0,176700.0,176700.0,177000.0,179600.0,182900.0,181900.0,181900.0,185400.0,184400.0,185400.0,186700.0,190800.0,196300.0,198400.0,201400.0,201600.0,202900.0,207800.0,208300,207000,208300,213800,219500,216600,222200,226800,229200,229600,226800,231300,230700,234800,239200,243700,244300,243000,245400,251900,256000,253100,254500.0,260000.0,264900.0,264700.0,265000.0,267300.0
1116,1116,CA,Kern County,1831,-118.33858500000001,35.099396,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1462,1462,CA,Kern County,250,-118.27078999999999,35.063194,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1802,1802,CA,Kern County,80,-118.305504,35.080326,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1868,1868,CA,Kern County,100,-118.370186,35.052494,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1872,1872,CA,Kern County,33,-118.35438500000001,35.037495,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1901,1901,CA,Kern County,41,-118.39561499999999,35.093945,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1932,1932,CA,Kern County,60,-118.303246,35.06662,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
